mean=0_0_0_0_1_2_2,0.2526,0.2145,0.262738853503_0.313694267516_0.313694267516_0.364649681529_0.208583133978_0.1523_0.1523,0.262738853503_0.313694267516_0.313694267516_0.364649681529_0.165979215216_0.040412044374_0.040412044374,165,197,197,229,249,249,249,8,8,8,8,8,8,8
mean=0_0_0_0_1_2_3,0.2694,0.2194,0.313694267516_0.313694267516_0.313694267516_0.364649681529_0.208583133978_0.1523_0.2191,0.313694267516_0.313694267516_0.313694267516_0.364649681529_0.165979215216_0.040412044374_0.0233866933467,197,197,197,229,249,249,229,8,8,8,8,8,8,8
mean=0_0_0_0_1_2_4,0.2501,0.2135,0.262738853503_0.313694267516_0.313694267516_0.364649681529_0.208583133978_0.1523_0.1347,0.262738853503_0.313694267516_0.313694267516_0.364649681529_0.165979215216_0.040412044374_0.033400357462,165,197,197,229,249,249,249,8,8,8,8,8,8,8
mean=0_0_0_0_1_3_3,0.2815,0.2201,0.313694267516_0.313694267516_0.313694267516_0.364649681529_0.208583133978_0.2191_0.2368,0.313694267516_0.313694267516_0.313694267516_0.364649681529_0.165979215216_0.0233866933467_0.0455227613807,197,197,197,229,249,229,249,8,8,8,8,8,8,8
mean=0_0_0_0_1_3_4,0.2669,0.2184,0.313694267516_0.313694267516_0.313694267516_0.364649681529_0.208583133978_0.2191_0.1347,0.313694267516_0.313694267516_0.313694267516_0.364649681529_0.165979215216_0.0233866933467_0.033400357462,197,197,197,229,249,229,249,8,8,8,8,8,8,8
mean=0_0_0_0_1_4_4,0.2475,0.2125,0.262738853503_0.313694267516_0.313694267516_0.364649681529_0.208583133978_0.1347_0.1347,0.262738853503_0.313694267516_0.313694267516_0.364649681529_0.165979215216_0.033400357462_0.033400357462,165,197,197,229,249,249,249,8,8,8,8,8,8,8
mean=0_0_0_0_2_2_2,0.2767,0.1237,0.310310509554_0.310310509554_0.310310509554_0.310310509554_0.2318375_0.2318375_0.2318375,0.21178343949_0.21178343949_0.21178343949_0.21178343949_0.00622594521168_0.00622594521168_0.00622594521168,133,133,133,133,133,133,133,7,7,7,7,7,7,7
mean=0_0_0_0_2_2_3,0.2882,0.197,0.313694267516_0.313694267516_0.313694267516_0.364649681529_0.2461875_0.2461875_0.2191,0.313694267516_0.313694267516_0.313694267516_0.364649681529_0.0247905818429_0.0247905818429_0.0233866933467,197,197,197,229,229,229,229,8,8,8,8,7,7,8
mean=0_0_0_0_2_2_4,0.2745,0.1228,0.310310509554_0.310310509554_0.310310509554_0.310310509554_0.2318375_0.2318375_0.2167,0.21178343949_0.21178343949_0.21178343949_0.21178343949_0.00622594521168_0.00622594521168_0.0,133,133,133,133,133,133,133,7,7,7,7,7,7,7
mean=0_0_0_0_2_3_3,0.2734,0.2022,0.313694267516_0.313694267516_0.313694267516_0.364649681529_0.1523_0.2191_0.2368,0.313694267516_0.313694267516_0.313694267516_0.364649681529_0.040412044374_0.0233866933467_0.0455227613807,197,197,197,229,249,229,249,8,8,8,8,8,8,8
mean=0_0_0_0_2_3_4,0.2866,0.1968,0.313694267516_0.313694267516_0.313694267516_0.364649681529_0.2461875_0.2191_0.2349875,0.313694267516_0.313694267516_0.313694267516_0.364649681529_0.0247905818429_0.0233866933467_0.0233467381591,197,197,197,229,229,229,229,8,8,8,8,7,8,7
mean=0_0_0_0_2_4_4,0.2724,0.1219,0.310310509554_0.310310509554_0.310310509554_0.310310509554_0.2318375_0.2167_0.2167,0.21178343949_0.21178343949_0.21178343949_0.21178343949_0.00622594521168_0.0_0.0,133,133,133,133,133,133,133,7,7,7,7,7,7,7
mean=0_0_0_0_3_3_3,0.2855,0.2029,0.313694267516_0.313694267516_0.313694267516_0.364649681529_0.2191_0.2368_0.2368,0.313694267516_0.313694267516_0.313694267516_0.364649681529_0.0233866933467_0.0455227613807_0.0455227613807,197,197,197,229,229,249,249,8,8,8,8,8,8,8
mean=0_0_0_0_3_3_4,0.2709,0.2011,0.313694267516_0.313694267516_0.313694267516_0.364649681529_0.2191_0.2368_0.1347,0.313694267516_0.313694267516_0.313694267516_0.364649681529_0.0233866933467_0.0455227613807_0.033400357462,197,197,197,229,229,249,249,8,8,8,8,8,8,8
mean=0_0_0_0_3_4_4,0.285,0.1965,0.313694267516_0.313694267516_0.313694267516_0.364649681529_0.2191_0.2349875_0.2349875,0.313694267516_0.313694267516_0.313694267516_0.364649681529_0.0233866933467_0.0233467381591_0.0233467381591,197,197,197,229,229,229,229,8,8,8,8,8,7,7
mean=0_0_0_0_4_4_4,0.2702,0.121,0.310310509554_0.310310509554_0.310310509554_0.310310509554_0.2167_0.2167_0.2167,0.21178343949_0.21178343949_0.21178343949_0.21178343949_0.0_0.0_0.0,133,133,133,133,133,133,133,7,7,7,7,7,7,7
mean=0_0_0_1_1_1_1,0.2522,0.1856,0.310310509554_0.310310509554_0.310310509554_0.208583133978_0.208583133978_0.208583133978_0.208583133978,0.21178343949_0.21178343949_0.21178343949_0.165979215216_0.165979215216_0.165979215216_0.165979215216,133,133,133,249,249,249,249,7,7,7,8,8,8,8
mean=0_0_0_1_1_1_2,0.2441,0.1677,0.310310509554_0.310310509554_0.310310509554_0.208583133978_0.208583133978_0.208583133978_0.1523,0.21178343949_0.21178343949_0.21178343949_0.165979215216_0.165979215216_0.165979215216_0.040412044374,133,133,133,249,249,249,249,7,7,7,8,8,8,8
mean=0_0_0_1_1_1_3,0.2562,0.1684,0.310310509554_0.310310509554_0.310310509554_0.208583133978_0.208583133978_0.208583133978_0.2368,0.21178343949_0.21178343949_0.21178343949_0.165979215216_0.165979215216_0.165979215216_0.0455227613807,133,133,133,249,249,249,249,7,7,7,8,8,8,8
mean=0_0_0_1_1_1_4,0.2416,0.1667,0.310310509554_0.310310509554_0.310310509554_0.208583133978_0.208583133978_0.208583133978_0.1347,0.21178343949_0.21178343949_0.21178343949_0.165979215216_0.165979215216_0.165979215216_0.033400357462,133,133,133,249,249,249,249,7,7,7,8,8,8,8
mean=0_0_0_1_1_2_2,0.2361,0.1497,0.310310509554_0.310310509554_0.310310509554_0.208583133978_0.208583133978_0.1523_0.1523,0.21178343949_0.21178343949_0.21178343949_0.165979215216_0.165979215216_0.040412044374_0.040412044374,133,133,133,249,249,249,249,7,7,7,8,8,8,8
mean=0_0_0_1_1_2_3,0.2428,0.1724,0.310310509554_0.262738853503_0.364649681529_0.181756735318_0.208583133978_0.1523_0.2191,0.21178343949_0.262738853503_0.364649681529_0.137708685456_0.165979215216_0.040412044374_0.0233866933467,133,165,229,229,249,249,229,7,8,8,8,8,8,8
mean=0_0_0_1_1_2_4,0.2336,0.1487,0.310310509554_0.310310509554_0.310310509554_0.208583133978_0.208583133978_0.1523_0.1347,0.21178343949_0.21178343949_0.21178343949_0.165979215216_0.165979215216_0.040412044374_0.033400357462,133,133,133,249,249,249,249,7,7,7,8,8,8,8
mean=0_0_0_1_1_3_3,0.2602,0.1512,0.310310509554_0.310310509554_0.310310509554_0.208583133978_0.208583133978_0.2368_0.2368,0.21178343949_0.21178343949_0.21178343949_0.165979215216_0.165979215216_0.0455227613807_0.0455227613807,133,133,133,249,249,249,249,7,7,7,8,8,8,8
mean=0_0_0_1_1_3_4,0.2403,0.1714,0.310310509554_0.262738853503_0.364649681529_0.181756735318_0.208583133978_0.2191_0.1347,0.21178343949_0.262738853503_0.364649681529_0.137708685456_0.165979215216_0.0233866933467_0.033400357462,133,165,229,229,249,229,249,7,8,8,8,8,8,8
mean=0_0_0_1_1_4_4,0.2311,0.1477,0.310310509554_0.310310509554_0.310310509554_0.208583133978_0.208583133978_0.1347_0.1347,0.21178343949_0.21178343949_0.21178343949_0.165979215216_0.165979215216_0.033400357462_0.033400357462,133,133,133,249,249,249,249,7,7,7,8,8,8,8
mean=0_0_0_1_2_2_2,0.2281,0.1318,0.310310509554_0.310310509554_0.310310509554_0.208583133978_0.1523_0.1523_0.1523,0.21178343949_0.21178343949_0.21178343949_0.165979215216_0.040412044374_0.040412044374_0.040412044374,133,133,133,249,249,249,249,7,7,7,8,8,8,8
mean=0_0_0_1_2_2_3,0.2347,0.1544,0.310310509554_0.262738853503_0.364649681529_0.181756735318_0.1523_0.1523_0.2191,0.21178343949_0.262738853503_0.364649681529_0.137708685456_0.040412044374_0.040412044374_0.0233866933467,133,165,229,229,249,249,229,7,8,8,8,8,8,8
mean=0_0_0_1_2_2_4,0.2255,0.1308,0.310310509554_0.310310509554_0.310310509554_0.208583133978_0.1523_0.1523_0.1347,0.21178343949_0.21178343949_0.21178343949_0.165979215216_0.040412044374_0.040412044374_0.033400357462,133,133,133,249,249,249,249,7,7,7,8,8,8,8
mean=0_0_0_1_2_3_3,0.2481,0.156,0.310310509554_0.262738853503_0.364649681529_0.208583133978_0.1523_0.2191_0.2191,0.21178343949_0.262738853503_0.364649681529_0.165979215216_0.040412044374_0.0233866933467_0.0233866933467,133,165,229,249,249,229,229,7,8,8,8,8,8,8
mean=0_0_0_1_2_3_4,0.2322,0.1534,0.310310509554_0.262738853503_0.364649681529_0.181756735318_0.1523_0.2191_0.1347,0.21178343949_0.262738853503_0.364649681529_0.137708685456_0.040412044374_0.0233866933467_0.033400357462,133,165,229,229,249,229,249,7,8,8,8,8,8,8
mean=0_0_0_1_2_4_4,0.223,0.1298,0.310310509554_0.310310509554_0.310310509554_0.208583133978_0.1523_0.1347_0.1347,0.21178343949_0.21178343949_0.21178343949_0.165979215216_0.040412044374_0.033400357462_0.033400357462,133,133,133,249,249,249,249,7,7,7,8,8,8,8
mean=0_0_0_1_3_3_3,0.2643,0.134,0.310310509554_0.310310509554_0.310310509554_0.208583133978_0.2368_0.2368_0.2368,0.21178343949_0.21178343949_0.21178343949_0.165979215216_0.0455227613807_0.0455227613807_0.0455227613807,133,133,133,249,249,249,249,7,7,7,8,8,8,8
mean=0_0_0_1_3_3_4,0.2456,0.155,0.310310509554_0.262738853503_0.364649681529_0.208583133978_0.2191_0.2191_0.1347,0.21178343949_0.262738853503_0.364649681529_0.165979215216_0.0233866933467_0.0233866933467_0.033400357462,133,165,229,249,229,229,249,7,8,8,8,8,8,8
mean=0_0_0_1_3_4_4,0.2297,0.1524,0.310310509554_0.262738853503_0.364649681529_0.181756735318_0.2191_0.1347_0.1347,0.21178343949_0.262738853503_0.364649681529_0.137708685456_0.0233866933467_0.033400357462_0.033400357462,133,165,229,229,229,249,249,7,8,8,8,8,8,8
mean=0_0_0_1_4_4_4,0.2205,0.1288,0.310310509554_0.310310509554_0.310310509554_0.208583133978_0.1347_0.1347_0.1347,0.21178343949_0.21178343949_0.21178343949_0.165979215216_0.033400357462_0.033400357462_0.033400357462,133,133,133,249,249,249,249,7,7,7,8,8,8,8
mean=0_0_0_2_2_2_2,0.22,0.1139,0.310310509554_0.310310509554_0.310310509554_0.1523_0.1523_0.1523_0.1523,0.21178343949_0.21178343949_0.21178343949_0.040412044374_0.040412044374_0.040412044374_0.040412044374,133,133,133,249,249,249,249,7,7,7,8,8,8,8
mean=0_0_0_2_2_2_3,0.229,0.1529,0.313694267516_0.313694267516_0.313694267516_0.1385_0.1523_0.1523_0.2191,0.313694267516_0.313694267516_0.313694267516_0.0247905818429_0.040412044374_0.040412044374_0.0233866933467,197,197,197,229,249,249,229,8,8,8,8,8,8,8
mean=0_0_0_2_2_2_4,0.2175,0.1129,0.310310509554_0.310310509554_0.310310509554_0.1523_0.1523_0.1523_0.1347,0.21178343949_0.21178343949_0.21178343949_0.040412044374_0.040412044374_0.040412044374_0.033400357462,133,133,133,249,249,249,249,7,7,7,8,8,8,8
mean=0_0_0_2_2_3_3,0.2674,0.1482,0.313694267516_0.313694267516_0.313694267516_0.2461875_0.2461875_0.2191_0.2191,0.313694267516_0.313694267516_0.313694267516_0.0247905818429_0.0247905818429_0.0233866933467_0.0233866933467,197,197,197,229,229,229,229,8,8,8,7,7,8,8
mean=0_0_0_2_2_3_4,0.2265,0.1519,0.313694267516_0.313694267516_0.313694267516_0.1385_0.1523_0.2191_0.1347,0.313694267516_0.313694267516_0.313694267516_0.0247905818429_0.040412044374_0.0233866933467_0.033400357462,197,197,197,229,249,229,249,8,8,8,8,8,8,8
mean=0_0_0_2_2_4_4,0.215,0.1119,0.310310509554_0.310310509554_0.310310509554_0.1523_0.1523_0.1347_0.1347,0.21178343949_0.21178343949_0.21178343949_0.040412044374_0.040412044374_0.033400357462_0.033400357462,133,133,133,249,249,249,249,7,7,7,8,8,8,8
mean=0_0_0_2_3_3_3,0.2532,0.1543,0.313694267516_0.313694267516_0.313694267516_0.1385_0.2191_0.2368_0.2368,0.313694267516_0.313694267516_0.313694267516_0.0247905818429_0.0233866933467_0.0455227613807_0.0455227613807,197,197,197,229,229,249,249,8,8,8,8,8,8,8
mean=0_0_0_2_3_3_4,0.2658,0.148,0.313694267516_0.313694267516_0.313694267516_0.2461875_0.2191_0.2191_0.2349875,0.313694267516_0.313694267516_0.313694267516_0.0247905818429_0.0233866933467_0.0233866933467_0.0233467381591,197,197,197,229,229,229,229,8,8,8,7,8,8,7
mean=0_0_0_2_3_4_4,0.224,0.1509,0.313694267516_0.313694267516_0.313694267516_0.1385_0.2191_0.1347_0.1347,0.313694267516_0.313694267516_0.313694267516_0.0247905818429_0.0233866933467_0.033400357462_0.033400357462,197,197,197,229,229,249,249,8,8,8,8,8,8,8
mean=0_0_0_2_4_4_4,0.263,0.1407,0.262738853503_0.313694267516_0.313694267516_0.2461875_0.2349875_0.2349875_0.2349875,0.262738853503_0.313694267516_0.313694267516_0.0247905818429_0.0233467381591_0.0233467381591_0.0233467381591,165,197,197,229,229,229,229,8,8,8,7,7,7,7
mean=0_0_0_3_3_3_3,0.2647,0.1541,0.313694267516_0.313694267516_0.313694267516_0.2191_0.2191_0.2368_0.2368,0.313694267516_0.313694267516_0.313694267516_0.0233866933467_0.0233866933467_0.0455227613807_0.0455227613807,197,197,197,229,229,249,249,8,8,8,8,8,8,8
mean=0_0_0_3_3_3_4,0.2501,0.1524,0.313694267516_0.313694267516_0.313694267516_0.2191_0.2191_0.2368_0.1347,0.313694267516_0.313694267516_0.313694267516_0.0233866933467_0.0233866933467_0.0455227613807_0.033400357462,197,197,197,229,229,249,249,8,8,8,8,8,8,8
mean=0_0_0_3_3_4_4,0.2642,0.1478,0.313694267516_0.313694267516_0.313694267516_0.2191_0.2191_0.2349875_0.2349875,0.313694267516_0.313694267516_0.313694267516_0.0233866933467_0.0233866933467_0.0233467381591_0.0233467381591,197,197,197,229,229,229,229,8,8,8,8,8,7,7
mean=0_0_0_3_4_4_4,0.2162,0.1448,0.262738853503_0.313694267516_0.313694267516_0.2191_0.1347_0.1347_0.1347,0.262738853503_0.313694267516_0.313694267516_0.0233866933467_0.033400357462_0.033400357462_0.033400357462,165,197,197,229,249,249,249,8,8,8,8,8,8,8
mean=0_0_0_4_4_4_4,0.2614,0.1405,0.262738853503_0.313694267516_0.313694267516_0.2349875_0.2349875_0.2349875_0.2349875,0.262738853503_0.313694267516_0.313694267516_0.0233467381591_0.0233467381591_0.0233467381591_0.0233467381591,165,197,197,229,229,229,229,8,8,8,7,7,7,7
mean=0_0_1_1_1_1_1,0.2194,0.1742,0.310310509554_0.262738853503_0.181756735318_0.181756735318_0.181756735318_0.208583133978_0.208583133978,0.21178343949_0.262738853503_0.137708685456_0.137708685456_0.137708685456_0.165979215216_0.165979215216,133,165,229,229,229,249,249,7,8,8,8,8,8,8
mean=0_0_1_1_1_1_2,0.2113,0.1563,0.310310509554_0.262738853503_0.181756735318_0.181756735318_0.181756735318_0.208583133978_0.1523,0.21178343949_0.262738853503_0.137708685456_0.137708685456_0.137708685456_0.165979215216_0.040412044374,133,165,229,229,229,249,249,7,8,8,8,8,8,8
mean=0_0_1_1_1_1_3,0.2247,0.1579,0.310310509554_0.262738853503_0.181756735318_0.181756735318_0.208583133978_0.208583133978_0.2191,0.21178343949_0.262738853503_0.137708685456_0.137708685456_0.165979215216_0.165979215216_0.0233866933467,133,165,229,229,249,249,229,7,8,8,8,8,8,8
mean=0_0_1_1_1_1_4,0.2088,0.1553,0.310310509554_0.262738853503_0.181756735318_0.181756735318_0.181756735318_0.208583133978_0.1347,0.21178343949_0.262738853503_0.137708685456_0.137708685456_0.137708685456_0.165979215216_0.033400357462,133,165,229,229,229,249,249,7,8,8,8,8,8,8
mean=0_0_1_1_1_2_2,0.2033,0.1384,0.310310509554_0.262738853503_0.181756735318_0.181756735318_0.181756735318_0.1523_0.1523,0.21178343949_0.262738853503_0.137708685456_0.137708685456_0.137708685456_0.040412044374_0.040412044374,133,165,229,229,229,249,249,7,8,8,8,8,8,8
mean=0_0_1_1_1_2_3,0.2166,0.14,0.310310509554_0.262738853503_0.181756735318_0.181756735318_0.208583133978_0.1523_0.2191,0.21178343949_0.262738853503_0.137708685456_0.137708685456_0.165979215216_0.040412044374_0.0233866933467,133,165,229,229,249,249,229,7,8,8,8,8,8,8
mean=0_0_1_1_1_2_4,0.2008,0.1374,0.310310509554_0.262738853503_0.181756735318_0.181756735318_0.181756735318_0.1523_0.1347,0.21178343949_0.262738853503_0.137708685456_0.137708685456_0.137708685456_0.040412044374_0.033400357462,133,165,229,229,229,249,249,7,8,8,8,8,8,8
mean=0_0_1_1_1_3_3,0.23,0.1416,0.310310509554_0.262738853503_0.181756735318_0.208583133978_0.208583133978_0.2191_0.2191,0.21178343949_0.262738853503_0.137708685456_0.165979215216_0.165979215216_0.0233866933467_0.0233866933467,133,165,229,249,249,229,229,7,8,8,8,8,8,8
mean=0_0_1_1_1_3_4,0.2141,0.139,0.310310509554_0.262738853503_0.181756735318_0.181756735318_0.208583133978_0.2191_0.1347,0.21178343949_0.262738853503_0.137708685456_0.137708685456_0.165979215216_0.0233866933467_0.033400357462,133,165,229,229,249,229,249,7,8,8,8,8,8,8
mean=0_0_1_1_1_4_4,0.1982,0.1363,0.310310509554_0.262738853503_0.181756735318_0.181756735318_0.181756735318_0.1347_0.1347,0.21178343949_0.262738853503_0.137708685456_0.137708685456_0.137708685456_0.033400357462_0.033400357462,133,165,229,229,229,249,249,7,8,8,8,8,8,8
mean=0_0_1_1_2_2_2,0.185,0.1245,0.21178343949_0.262738853503_0.181756735318_0.181756735318_0.1523_0.1523_0.1523,0.21178343949_0.262738853503_0.137708685456_0.137708685456_0.040412044374_0.040412044374_0.040412044374,133,165,229,229,249,249,249,8,8,8,8,8,8,8
mean=0_0_1_1_2_2_3,0.2086,0.122,0.310310509554_0.262738853503_0.181756735318_0.181756735318_0.1523_0.1523_0.2191,0.21178343949_0.262738853503_0.137708685456_0.137708685456_0.040412044374_0.040412044374_0.0233866933467,133,165,229,229,249,249,229,7,8,8,8,8,8,8
mean=0_0_1_1_2_2_4,0.1825,0.1235,0.21178343949_0.262738853503_0.181756735318_0.181756735318_0.1523_0.1523_0.1347,0.21178343949_0.262738853503_0.137708685456_0.137708685456_0.040412044374_0.040412044374_0.033400357462,133,165,229,229,249,249,249,8,8,8,8,8,8,8
mean=0_0_1_1_2_3_3,0.222,0.1236,0.310310509554_0.262738853503_0.181756735318_0.208583133978_0.1523_0.2191_0.2191,0.21178343949_0.262738853503_0.137708685456_0.165979215216_0.040412044374_0.0233866933467_0.0233866933467,133,165,229,249,249,229,229,7,8,8,8,8,8,8
mean=0_0_1_1_2_3_4,0.2061,0.121,0.310310509554_0.262738853503_0.181756735318_0.181756735318_0.1523_0.2191_0.1347,0.21178343949_0.262738853503_0.137708685456_0.137708685456_0.040412044374_0.0233866933467_0.033400357462,133,165,229,229,249,229,249,7,8,8,8,8,8,8
mean=0_0_1_1_2_4_4,0.18,0.1225,0.21178343949_0.262738853503_0.181756735318_0.181756735318_0.1523_0.1347_0.1347,0.21178343949_0.262738853503_0.137708685456_0.137708685456_0.040412044374_0.033400357462_0.033400357462,133,165,229,229,249,249,249,8,8,8,8,8,8,8
mean=0_0_1_1_3_3_3,0.2341,0.1244,0.310310509554_0.262738853503_0.181756735318_0.208583133978_0.2191_0.2191_0.2368,0.21178343949_0.262738853503_0.137708685456_0.165979215216_0.0233866933467_0.0233866933467_0.0455227613807,133,165,229,249,229,229,249,7,8,8,8,8,8,8
mean=0_0_1_1_3_3_4,0.2195,0.1226,0.310310509554_0.262738853503_0.181756735318_0.208583133978_0.2191_0.2191_0.1347,0.21178343949_0.262738853503_0.137708685456_0.165979215216_0.0233866933467_0.0233866933467_0.033400357462,133,165,229,249,229,229,249,7,8,8,8,8,8,8
mean=0_0_1_1_3_4_4,0.2036,0.12,0.310310509554_0.262738853503_0.181756735318_0.181756735318_0.2191_0.1347_0.1347,0.21178343949_0.262738853503_0.137708685456_0.137708685456_0.0233866933467_0.033400357462_0.033400357462,133,165,229,229,229,249,249,7,8,8,8,8,8,8
mean=0_0_1_1_4_4_4,0.1774,0.1214,0.21178343949_0.262738853503_0.181756735318_0.181756735318_0.1347_0.1347_0.1347,0.21178343949_0.262738853503_0.137708685456_0.137708685456_0.033400357462_0.033400357462_0.033400357462,133,165,229,229,249,249,249,8,8,8,8,8,8,8
mean=0_0_1_2_2_2_2,0.1788,0.1083,0.21178343949_0.262738853503_0.181756735318_0.1385_0.1523_0.1523_0.1523,0.21178343949_0.262738853503_0.137708685456_0.0247905818429_0.040412044374_0.040412044374_0.040412044374,133,165,229,229,249,249,249,8,8,8,8,8,8,8
mean=0_0_1_2_2_2_3,0.1903,0.1081,0.21178343949_0.262738853503_0.181756735318_0.1523_0.1523_0.1523_0.2191,0.21178343949_0.262738853503_0.137708685456_0.040412044374_0.040412044374_0.040412044374_0.0233866933467,133,165,229,249,249,249,229,8,8,8,8,8,8,8
mean=0_0_1_2_2_2_4,0.1763,0.1073,0.21178343949_0.262738853503_0.181756735318_0.1385_0.1523_0.1523_0.1347,0.21178343949_0.262738853503_0.137708685456_0.0247905818429_0.040412044374_0.040412044374_0.033400357462,133,165,229,229,249,249,249,8,8,8,8,8,8,8
